,Unnamed: 0.1,Unnamed: 0,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,negative_score,positive_score,neutral_score,compound_score,High,Low,Open,close,volume,adj close,avg High,avg low,avg open,avg close,avg volume,avg adj close,trend
226,226,226,467,04-03-2022,Tata Motors in focus with a few global auto majors halting production due to chip shortage issue,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.118,0.0,0.882,-0.25,431.8500061,431.8500061,387.5,417.25,417.25,38765185,537.8200073,545.8400024,516.3600037,528.7400024,528.7400024,46954665.2,bearish
1013,1013,1013,1750,25-04-2022,"Cyient signs agreement  to acquire Citec for €94 m

Alert: Citec is an international plant & product engineering services company",CYIENT,Cyient Limited,Computers - Software,Computers - Software,EQ,30-Sep-98,5,1,INE136B01020,5,0.0,0.252,0.748,0.6597,900.0,938.0,896.8499756,899.0,855.5804443,994714,1023.4,1057.180005,1000.929993,1023.61001,974.1720459,1435250.0,bullish
2583,2583,2583,4260,01-08-2022,"Goodyear India reports Q1 earnings.

▶️Net profit up 40.4% at Rs 37.7 cr Vs Rs 26.9 cr (YoY)

▶️Revenue up 53.3% at Rs 819 cr Vs Rs 534.2 cr (YoY)

▶️EBITDA up 33.9% at Rs 60 cr Vs Rs 44.8 cr (YoY)

▶️Margin at 7.3% Vs 8.4% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.058,0.942,0.4404,768.0499878,770.0,764.9500122,768.0,758.3577881,8759,921.9099976,925.5900024,917.5599976,922.0300049,910.4539795,9773.2,bearish
1929,1929,1929,3334,24-06-2022,S&P affirms ICICI Bank ‘BBB-‘ rating; outlook stable as asset quality shows improvement,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-Feb-97,2,1,INE028A01039,2,0.0,0.435,0.565,0.7717,97.30000305,100.3499985,99.59999847,99.94999695,99.94999695,38285373,114.3399994,117.0099991,112.2299988,114.8199997,114.8199997,31546698.6,bullish
4012,4012,4012,6549,19-10-2022,Vedanta arm BALCO declared as the successful bidder for Barra coal block,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-May-98,1,1,INE205A01025,1,0.174,0.228,0.599,0.2263,281.0,282.9500122,273.7000122,277.25,251.6270142,5047001,345.8799988,347.4799988,337.4099976,341.0900024,309.5670288,10279742.0,bullish
5176,5176,5176,8270,12-01-2023,Tata Power Renewables to set up India’s first residential group captive solar plant,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.0,0.0,1.0,0.0,152.3500061,152.9499969,147.5,149.25,149.25,9893243,187.6400024,189.7600006,183.1700012,185.9,185.9,16046101.8,bullish
1404,1404,1404,2457,19-05-2022,"RBI: All banks, ATM networks and WLAOs to provide option of ICCW (Interoperable Card-less Cash Withdrawal) at their ATMs.

NPCI advised to facilitate UPI integration with all banks, ATM networks

Settlement through the National Financial Switch (NFS)/ ATM networks",NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5,0.0,0.0,1.0,0.0,95.0,95.69999695,96.34999847,94.25,91.43781281,20104990,111.4800003,113.4399994,108.6700012,111.7799988,108.4447556,25070296.8,bullish
2179,2179,2179,3652,13-07-2022,"Deepak Nitrite: Gujarat Pollution Control Board revokes closure order, for 3 months in Nandesari, Gujarat",CONTROLPR,Control Print Limited,Trading,Trading,EQ,24-Jun-16,10,1,INE663B01015,10,0.0,0.0,1.0,0.0,433.1000061,437.8999939,423.2999878,430.7999878,426.9293518,7860,532.2700012,539.7600037,523.4999939,530.8599915,523.1215027,10614.2,bullish
697,697,697,1292,31-03-2022,"#JustIn | Ashoka Buildcon receives letter of award from the National Highways Authority of India (NHAI) for a project worth Rs 1,079 Cr",ASHOKA,Ashoka Buildcon Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-Oct-10,5,1,INE442H01029,5,0.0,0.271,0.729,0.6908,86.0,87.5,86.05000305,85.80000305,85.80000305,1281995,106.1100006,107.2399994,104.5399994,104.9600006,104.9600006,1125225.4,bullish
1124,1124,1124,1957,01-05-2022,"#HDFC hikes its Retail Prime Lending Rate (RPLR) on housing loans, on which its adjustable-rate home loans (ARHL) are benchmarked by 5 bps w.e.f May 01, 2022",PFOCUS,Prime Focus Limited,Finance - Investments,Finance - Investments,EQ,20-Jun-06,1,1,INE367G01038,1,0.0,0.0,1.0,0.0,81.69999695,81.69999695,75.34999847,77.55000305,77.55000305,10873,98.31999969,99.53999939,94.71000214,96.06999969,96.06999969,31115.0,bearish
3664,3664,3664,6079,01-10-2022,"Tata Motors

▶️Total PV EV sales up 239% at 3,655 units Vs 1,078 units (YoY)",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,398.0,408.25,395.5,404.6000061,404.6000061,20951277,491.1399963,496.3799988,477.8,485.0700012,485.0700012,25679489.2,bearish
3824,3824,3824,6292,11-10-2022,"Suzlon secures order of 144.9 MW from The Aditya Birla Group  
 
Co to supply 69 units of wind turbine generators with a rated capacity of 2.1 MW each 

Project to be completed in 2023 at sites in Gujarat and in Madhya Pradesh, with a total installed capacity of 144.9 MW",ABFRL,Aditya Birla Fashion and Retail Limited,Retail,Retail,EQ,17-Jul-13,10,1,INE647O01011,10,0.0,0.047,0.953,0.3182,340.4500122,343.3999939,327.5,331.8999939,331.8999939,1677395,406.55,411.7900024,398.5900024,402.4900024,402.4900024,2722609.6,bullish
1778,1778,1778,3088,14-06-2022,Cipla and DNDi launch child-friendly 4-in-1 antiretroviral treatment for young children living with HIV in South Africa,CIPLA,Cipla Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,2,1,INE059A01026,2,0.0,0.0,1.0,0.0,955.0,970.7999878,964.0,964.7000122,960.0360107,1570434,1155.290002,1171.429993,1146.5,1158.780005,1153.17771,2080805.8,bullish
2634,2634,2634,4349,03-08-2022,"Tata Coffee reports Q1 earnings.

▶️Net profit up 60.7% at 45 cr vs 28.6 cr (YoY)

▶️Revenue up 24.3% at Rs 662.2 cr vs Rs 532.6 cr (YoY)

▶️EBITDA up 29.3% at Rs 116.6 cr vs Rs 90.2 cr (YoY)

▶️Margin at 17.6% vs 17% (YoY)",COFFEEDAY,Coffee Day Enterprises Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,02-Nov-15,10,1,INE335K01011,10,0.0,0.061,0.939,0.4404,44.0,44.45000076,43.65000153,43.45000076,43.45000076,857979,52.68000031,53.50000076,51.77999878,52.39000015,52.39000015,1061604.4,bullish
3091,3091,3091,5185,29-08-2022,Sansera Engg wins over ₹50.8 cr repeat order in North America for EV passenger cars,NECCLTD,North Eastern Carrying Corporation Limited,Misc,Misc,EQ,02-Mar-16,10,1,INE553C01016,10,0.0,0.209,0.791,0.5719,26.5,27.39999962,26.70000076,26.89999962,26.89999962,205777,33.57000008,34.25999985,32.29000015,32.8,32.8,216923.0,bearish
3745,3745,3745,6189,06-10-2022,NTPC (@ntpclimited) & GE Gas Power sign #MoU for #Hydrogen co-firing in gas turbine,GEPIL,GE Power India Limited,,,EQ,19-Apr-00,10,1,INE878A01011,10,0.0,0.0,1.0,0.0,148.6499939,149.6499939,147.0500031,147.6499939,147.6499939,51323,177.1799957,179.3899994,173.3800049,176.0799988,176.0799988,102819.6,bullish
1037,1037,1037,1813,26-04-2022,"VST IND Q4 : NET PROFIT UP 16 % AT 27.7 CR (YOY), DOWN 2 % (QOQ)

REVENUE UP 5 % AT 400 CR (YOY), DOWN 7 % (QOQ)

EBITDA UP 8 % AT 106 CR (YOY], DOWN 3 % (QOQ)

MARGINS AT 26.5 % V 25.6 % (YOY), 25.2 % (QOQ)",VSTIND,VST Industries Limited,Auto - Tractors,Auto - Tractors,EQ,05-Sep-03,10,1,INE710A01016,10,0.0,0.094,0.906,0.5622,3214.0,3286.0,3200.050049,3239.5,2965.090088,7726,3884.369971,3922.379932,3845.130029,3869.17998,3541.431494,7576.0,bearish
4802,4802,4802,7767,10-12-2022,"#Snapdeal to withdraw DRHP for $152 m India #IPO, due to market conditions",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,736.0,748.0,731.4500122,737.9000244,728.6357422,1920,891.3300049,899.15,881.3199951,891.3200073,880.129541,1837.2,bearish
2256,2256,2256,3782,19-07-2022,Steel Strips Wheels approves stock split in the ratio of 1:5,SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10,0.0,0.213,0.787,0.4019,71.15000153,73.44999695,74.15000153,73.19999695,71.0271759,39257553,85.01000061,86.13000031,84.02000122,85.31999969,82.78741608,41978533.2,bullish
4847,4847,4847,7824,14-12-2022,Tata Communications in business transfer agreement for sale of company’s non-network internet of things business,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10,0.0,0.186,0.814,0.4939,1370.0,1379.949951,1304.300049,1359.550049,1359.550049,954600,1554.4,1586.059985,1535.610034,1565.46001,1565.46001,1066962.4,bearish
5699,5699,5699,8954,12-02-2023,"Rushil Décor reports #Q3 earnings 

⭕️ Net profit up 39.7% at ₹10.2 cr vs ₹7.3 cr (YoY)

⭕️ Revenue up 26.1% at ₹210.3 vs ₹166.8 cr (YoY)

⭕️ EBITDA up 40% at ₹26.6 cr vs ₹19 cr (YoY)

⭕️ Margin At 12.7% Vs 11.4% (YoY)",RUSHIL,Rushil Decor Limited,,,EQ,07-Jul-11,10,1,INE573K01017,10,0.0,0.062,0.938,0.4404,338.7999878,360.0,320.6000061,350.4500122,350.4500122,106540,403.8599976,417.05,388.15,400.75,400.75,133032.8,bearish
313,313,313,649,12-03-2022,Titan Co picks up stake in America's lab-grown diamond brand,TITAN,Titan Company Limited,Misc,Misc,EQ,24-Sep-04,1,1,INE280A01028,1,0.0,0.211,0.789,0.34,2478.0,2498.199951,2475.0,2493.600098,2484.80957,812330,2949.76001,2973.57998,2870.860059,2919.4,2909.108301,1822361.6,bullish
2649,2649,2649,4381,04-08-2022,Supreme Court directs #Franklin to pay ₹684 cr to unit holders. Next hearing will be held in December,SUPREMEIND,Supreme Industries Limited,Plastics,Plastics,EQ,19-Jul-95,2,1,INE195A01028,2,0.067,0.171,0.762,0.4939,1860.25,1900.0,1855.0,1893.0,1887.926758,53285,2251.36001,2280.480029,2221.050024,2256.03999,2249.993823,81957.4,bearish
2281,2281,2281,3821,20-07-2022,"Sources Say
▶️Govt looks to award orders to domestic cos to deploy 5G networks
▶️Domestic cos are manufacturing 5G equipment under PLI scheme
▶️ITI, Tejas, Dixon, HFCL, Shyam Network manufacturing 5G equipment",SHYAMCENT,Shyam Century Ferrous Limited,Iron & Steel,Iron & Steel,EQ,28-Jul-15,1,1,INE979R01011,1,0.0,0.101,0.899,0.5423,23.75,24.45000076,23.39999962,24.45000076,24.10962868,1036798,27.75999985,28.28000031,26.89000015,27.74999962,27.3636879,757257.6,bearish
3786,3786,3786,6247,10-10-2022,"Tata Motors shares fall as JLR wholesale volumes disappoint, JPMorgan downgrades",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.194,0.158,0.647,-0.128,403.3999939,403.3999939,391.2999878,395.9500122,395.9500122,32914630,487.1799988,491.7599976,480.4299988,486.4700012,486.4700012,22080363.0,bearish
5397,5397,5397,8521,27-01-2023,"Tata Motors increases prices across passenger vehicles 

Weighted average price hike of 1.2% effective Feb 1",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.181,0.819,0.4767,438.0,453.3999939,437.6499939,445.6000061,445.6000061,63360467,497.85,507.1799988,493.8300049,499.8199951,499.8199951,33335868.0,bearish
2547,2547,2547,4193,30-07-2022,"Mahindra Holidays Q1 (Consolidated YoY)

-Revenue at Rs 605 cr vs Rs 371 cr, up 63% YoY  
-Profit of Rs 30 cr vs loss of Rs 21 cr  
-EBITDA at Rs 100 cr vs Rs 28 cr, up 3.6x YoY 
-Margins at 16.5% vs 7.5% YoY",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.045,0.108,0.846,0.4939,1158.800049,1184.199951,1184.25,1164.449951,1164.449951,2230572,1387.980005,1400.680005,1368.57002,1380.92998,1380.92998,2954185.2,bullish
1416,1416,1416,2476,20-05-2022,Zydus Lifesciences announces share buyback.,ZYDUSWELL,Zydus Wellness Limited,Misc,Misc,EQ,13-Nov-09,10,1,INE768C01010,10,0.0,0.355,0.645,0.296,1591.699951,1596.050049,1515.0,1548.699951,1543.74585,22602,1932.809985,1960.080005,1886.05,1921.199976,1915.054321,37042.2,bearish
1036,1036,1036,1812,26-04-2022,"IIFL SEC Q4 : CONS. NET PROFIT UP 2 % AT 78 CR (YOY) , DOWN 8 % (QOQ)

REVENUE UP 46 % AT 346 CR (YOY), UP 3 % (QOQ)

EBITDA UP 27 % AT 125 CR (YOY), DOWN 9 % (QOQ)

MARGINS AT 36 % V 41.1 % (YOY), 40.8 % (QOQ)",IIFL,IIFL Finance Limited,Finance,Finance,EQ,17-May-05,2,1,INE530B01024,2,0.0,0.089,0.911,0.5622,361.0,365.0,349.5499878,353.5,350.6298218,526639,440.5400024,451.4200012,427.6299988,436.0599976,432.5194824,1242797.6,bullish
2159,2159,2159,3615,11-07-2022,"Monte Carlo Fashions reported over two-fold revenue growth of 130 per cent in the April-June quarter this fiscal, helped by volume growth and price increase.",MONTECARLO,Monte Carlo Fashions Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,19-Dec-14,10,1,INE950M01013,10,0.0,0.254,0.746,0.7579,793.0,812.2000122,767.4500122,800.75,781.9630127,589837,895.5199951,928.9900024,876.1799927,907.1299927,885.8471313,615627.6,bearish
2984,2984,2984,4981,18-08-2022,Tata Motors (@TataMotors) wins order of 921 electric buses in Bengaluru,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.27,0.73,0.5719,484.0,486.7999878,468.1000061,484.7999878,484.7999878,12070974,576.5599976,583.25,570.1200073,577.9599915,577.9599915,16887451.4,bearish
3137,3137,3137,5255,01-09-2022,Steel Strips | August turnover up 14.5% at ₹352.9 crore Vs ₹308.1 crore (YoY),SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10,0.0,0.0,1.0,0.0,80.5,81.44999695,79.05000305,80.94999695,80.94999695,19557859,96.06999969,97.56999817,95.53999939,96.61999817,96.61999817,24429828.2,bearish
4790,4790,4790,7753,10-12-2022,V-Guard #Board approves acquisition of 100% stake in Sunflame Enterprises for ₹660 crore,VGUARD,V-Guard Industries Limited,Electric Equipment,Electric Equipment,EQ,13-Mar-08,1,1,INE951I01027,1,0.0,0.184,0.816,0.4019,253.5,269.0,254.0,260.0,260.0,1631021,302.5799988,307.6599976,299.5199982,302.3300018,302.3300018,419022.8,bullish
1754,1754,1754,3030,10-06-2022,"#MarketAtClose | Metals remain weak following a fall in global prices, Hindalco down 4%

City gas cos reverse Thursday’s gains as gas prices rise, Guj Gas down 4%

BSE cos erase market cap of more than Rs 3 lakh cr today",BSE,BSE Limited,,,EQ,03-Feb-17,2,1,INE118H01025,2,0.07,0.058,0.872,-0.128,718.0,722.5999756,664.0,714.0499878,697.9017944,510963,880.4500122,891.95,864.1900024,874.0199951,854.2540649,1108571.0,bearish
4087,4087,4087,6670,21-10-2022,"HDFC Life reports Q2 earnings.

▶️India Embedded Value up 15% at Rs 33,015 cr Vs Rs 28,703 cr YoY   
 
▶️Value of new biz up 10.3% at Rs 748 cr Vs Rs 678 cr YoY  

▶️VNB margin at 28.3% Vs 26.6% YoY     

▶️APE up 4% at Rs 2,645 cr Vs Rs 2,551 cr YoY",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1,0.0,0.044,0.956,0.34,1452.0,1457.650024,1454.300049,1438.599976,1438.599976,5246303,1734.01001,1751.090015,1722.430005,1735.090015,1735.090015,7317925.2,bullish
3731,3731,3731,6164,06-10-2022,"L&T Construction wins orders in the range of ₹1,000-2,500 cr for buildings & factories business",L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-Aug-11,10,1,INE498L01015,10,0.0,0.222,0.778,0.5719,77.75,79.19999695,76.65000153,78.09999847,78.09999847,6431785,89.16999969,91.0,87.97999878,89.58999939,89.58999939,7457566.4,bearish
3532,3532,3532,5905,26-09-2022,Mahindra Logistics signs Business Transfer Agreement with Rivigo Services & promoter to acquire B2B express biz for Rs 225 cr,M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5,0.0,0.151,0.849,0.4939,1250.0,1258.949951,1221.199951,1236.400024,1236.400024,3345338,1544.169995,1566.209985,1522.11001,1543.47002,1543.47002,4228155.4,bearish
3353,3353,3353,5585,14-09-2022,"Tata Power Solar Systems receives letter of award of Rs 596 cr to set up 125 MW floating solar project from NHDC 

Tata Power Solar Systems total orderbook now stands at ₹ 14,908 cr",PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10,0.0,0.099,0.901,0.5423,114.5,115.8499985,114.9000015,115.0,112.2411041,6678376,139.9399994,141.05,138.2599976,139.3100006,135.9678986,8296625.6,bullish
2520,2520,2520,4152,29-07-2022,"LT Foods reports Q1 earnings.

▶️Cons net profit up 23.5% at Rs 89.7 cr vs Rs 72.6 cr (YoY)

▶️Cons revenue up 32.8% at Rs 1,611 cr vs Rs 1,213 cr (YoY)

▶️Cons EBITDA up 27.7% at Rs 167 cr vs Rs 131 cr (YoY)

▶️Margin at 10.4% vs 10.8% (YoY)",DAAWAT,LT Foods Limited,Misc,Misc,EQ,18-Dec-06,1,1,INE818H01020,1,0.0,0.055,0.945,0.4404,88.5,94.69999695,88.75,90.94999695,90.58908844,4487832,110.5300018,113.0800003,107.7,109.7,109.2646835,2304215.2,bearish
873,873,873,1488,07-04-2022,"Tata Motors bags order for 1,300 commercial vehicles from VRL Logistics",TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,456.5,459.1000061,449.7000122,449.5,449.5,19950241,535.3599976,542.75,530.8299988,537.0699951,537.0699951,25148151.6,bullish
4391,4391,4391,7149,10-11-2022,"US #CPI | Dow futures surge more than 600 points after October #inflation report is lighter than expected

Futures connected to the Dow Jones Industrial Average rose 28 points, or 0.1%. S&P 500 futures added 0.1%, while Nasdaq 100 futures gained 0.2%.",IITL,Industrial Investment Trust Limited,Finance,Finance,EQ,17-Aug-10,10,1,INE886A01014,10,0.0,0.061,0.939,0.3818,90.0,90.0,82.69999695,85.30000305,85.30000305,5017,98.96999969,105.6599991,95.68000031,99.71000061,99.71000061,50118.2,bearish
4314,4314,4314,7024,07-11-2022,"Renewable Energy Ministry: Notified National #BioEnergy programme, it will continue from FY2021-22 to 2025-26, recommended for implementation in 2 phases

Phase-I approved with a budget outlay of Rs 858 cr

Sub-schemes include waste to #energy programme, #biomass programme",ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10,0.067,0.161,0.771,0.4404,18.89999962,18.95000076,18.10000038,18.45000076,18.45000076,42201,22.45999985,22.92000008,21.70999947,22.37999992,22.37999992,181829.4,bearish
1506,1506,1506,2624,26-05-2022,"Berger Paints reports Q4 earnings. 

▶️Net profit up 5.6% at ₹220.2 cr vs ₹208.6 cr (YoY)

▶️Revenue up 8% at ₹2,187.5 cr vs ₹2,026 cr (YoY)

▶️EBITDA up 3.2% at ₹346.4 cr vs ₹335.5 cr (YoY)

▶️Margin at 15.8% vs 16.5% (YoY)",BERGEPAINT,Berger Paints (I) Limited,Paints,Paints,EQ,24-Nov-99,1,1,INE463A01038,1,0.0,0.066,0.934,0.4404,572.0,575.4000244,557.0,568.0499878,565.5521851,1550372,740.6,745.8700073,717.1300049,725.55,722.3596558,1258662.4,bullish
3682,3682,3682,6099,03-10-2022,India September Manufacturing PMI At 55.1 Vs 56.2,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10,0.0,0.0,1.0,0.0,747.8499756,747.8499756,739.0,739.25,729.96875,2794,899.7399902,902.7299927,884.0900024,892.2599976,881.0577148,1565.2,bullish
1923,1923,1923,3331,24-06-2022,Tata Chemicals Europe (@TataChemicalsE) opens UK's largest carbon capture plant,TATACHEM,Tata Chemicals Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,01-Apr-99,10,1,INE092A01019,10,0.0,0.0,1.0,0.0,804.0,810.5,810.5999756,808.0,808.0,847793,984.9900024,993.7099976,955.8399902,969.5200073,969.5200073,1495188.8,bullish
448,448,448,882,18-03-2022,Tata Motors bags an order for 250 EVs from Aurangabad green mission,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2,0.0,0.0,1.0,0.0,432.0,435.7000122,427.1000061,433.7999878,433.7999878,26704541,505.65,512.7100037,496.7299988,504.3599976,504.3599976,50722036.8,bearish
3357,3357,3357,5592,14-09-2022,"HFCL | Bags advance purchase orders worth ₹447.8 crore from BSNL & RailTel

▶️ Alert: BSNL is Bharat Sanchar Nigam Limited 

▶️ Alert: RailTel is RailTel Corporation of India Limited",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-Nov-06,10,1,INE464A01028,10,0.115,0.19,0.695,0.3612,2050.0,2077.850098,2055.0,2042.050049,2021.276123,7147,2446.700049,2507.8,2428.45,2460.520044,2435.488989,19514.4,bullish
3307,3307,3307,5529,12-09-2022,DB REALITY: Adani Realty is in advanced talks for a merger with Mumbai-based DB Realty - Hindu Business Line,DBSTOCKBRO,DB (International) Stock Brokers Limited,Media & Entertainment,Media & Entertainment,EQ,29-Feb-12,2,1,INE921B01025,2,0.0,0.111,0.889,0.25,24.95000076,26.54999924,27.0,26.10000038,26.10000038,50278,28.82999992,29.75,27.02999954,28.93999977,28.93999977,16848.0,bullish
5730,5730,5730,9002,14-02-2023,"Rane Holdings reports #Q3 earnings 

▶️ Net #profit at ₹41 cr vs ₹9.6 cr (YoY)

▶️ Revenue up 28.3% at ₹874.3 cr vs ₹681.4 cr (YoY)

▶️ EBITDA at ₹77.8 cr vs ₹36.7 cr (YoY)

▶️ Margin at 8.9% vs 5.4% (YoY)

#Q3Results",RANEENGINE,Rane Engine Valve Limited,Computers - Software,Computers - Software,EQ,24-Jun-08,10,1,INE222J01013,10,0.0,0.0,1.0,0.0,220.0,224.0,208.3500061,213.8500061,213.8500061,5406,256.0000031,266.7399963,250.85,256.8300018,256.8300018,18356.6,bearish
3358,3358,3358,5593,14-09-2022,"Vedanta will not be #manufacturing either mobile phones or laptops; it hopes #domestic industry will look at the opportunity with domestic #chips coming on stream, says Vedanta Chairman Anil Agarwal (@AnilAgarwal_Ved)",VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-May-98,1,1,INE205A01025,1,0.0,0.162,0.838,0.6808,276.0,314.8500061,304.6000061,305.6000061,277.3569641,61991651,321.6200073,332.8900024,319.6299988,328.8700012,298.4763794,20306047.6,bullish
