,sno,DATE,HEADLINE,TICKER,COMPANY NAME,SECTOR,SUBSECTOR,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
2505,4130,2022-07-28,"The US economy contracted for the 2nd straight qtr from April to June.

Pressured by surging inflation, rising interest rates, intensifying supply chain pressures, #GDP fell 0.9% for the period following a 1.6% decline in the first quarter.",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
2506,4134,2022-07-28,"SMC Global Securities reports Q1 earnings.

▶️Net profit down 23% at Rs 36.8 cr vs Rs 47.8 cr(YoY)

▶️Revenue up 15.2% at Rs 290.5 cr Vs Rs 252.2 cr (YoY)",GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-OCT-2006,10,1,INE792H01019,10
2507,4136,2022-07-28,"IFB Industries reports Q1 earnings.

▶️Net profit at Rs 1.9 cr Vs loss of 41.25 cr 

▶️Revenue at Rs 1,067.4 cr Vs Rs 572 cr (YoY)",IFBAGRO,IFB Agro Industries Limited,Chemicals,Chemicals,EQ,03-APR-1996,10,1,INE076C01018,10
2508,4140,2022-07-28,"Mangalore Refinery & Petrochemicals Q1

Net Profit Down10% At Rs 2,707.5 Cr Vs Rs 3,008.2 Cr (QoQ)

Revenue Up30.1% At Rs 32,289.7 Cr Vs Rs 24,815.4 Cr (QoQ)

EBITDA Up60.3% At Rs 4,714 Cr Vs Rs 2,941 cr (QoQ)

Margin At 14.6% Vs 11.9% (QoQ)",MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilisers,Fertilisers,EQ,22-OCT-2007,10,1,INE558B01017,10
2509,4141,2022-07-28,"Equitas Small Fin Bk Q1 #1QWithCNBCTV18 

Profit At Rs 97 Cr Vs Rs 11.9 Cr (YoY)
NII (GU)25.9% At Rs 580.6 Cr Vs Rs 461 Cr (YoY)

Gross NPA At 4.10% Vs 4.24% (QoQ)
Net NPA At 2.15% Vs 2.47% (QoQ)
Gross NPA At Rs 856 Cr Vs Rs 837.2 Cr QoQ
Net NPA At Rs 441.2 Cr Vs Rs 479.4 Cr QoQ",EQUITAS,Equitas Holdings Limited,Finance - General,Finance - General,EQ,21-APR-2016,10,1,INE988K01017,10
2510,4142,2022-07-28,"ADF Foods reports Q1 earnings.

▶️Net profit down 31.5% at Rs 7.6 cr Vs Rs 11.1 cr (YoY)

▶️Revenue up 13% at Rs 101.4 cr Vs Rs 89.7 cr (YoY)",ADFFOODS,ADF Foods Limited,,,EQ,15-SEP-2010,10,1,INE982B01019,10
2511,4143,2022-07-29,"Kalpataru Power receives new orders worth ₹1,211 cr",KALPATPOWR,Kalpataru Power Transmission Limited,Power,Power,EQ,15-DEC-2000,2,1,INE220B01022,2
2512,4144,2022-07-29,JMC Project bags new  orders worth ₹631 cr,JMCPROJECT,JMC Projects (India)  Limited,Construction,Construction,EQ,26-NOV-2007,2,1,INE890A01024,2
2513,4145,2022-07-29,Granules India to consider share buyback on August 9,GRANULES,Granules India Limited,Pharmaceuticals,Pharmaceuticals,EQ,20-JUN-2005,1,1,INE101D01020,1
2514,4146,2022-07-29,"YESBANK board to meet today to consider fund raise, and may consider PE proposals for investment

Carlyle, Advent are eyeing up to 10% stake each & seek board nominations as part of the funding

Sources say

Alert: Yes Bank, Advent, and Carlyle declined to comment on the deal",YESBANK,Yes Bank Limited,Banks - Private,Banks - Private,EQ,12-JUL-2005,2,1,INE528G01035,2
2515,4147,2022-07-29,"Government notifies new sets of specified health warnings for all #tobacco product packs by making an amendment in the #Cigarettes & other Tobacco Products (Packaging and Labelling) Rules

The amended Rules will be applicable w.e.f. December 1st, 2022",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
2516,4148,2022-07-29,PNC Infratech signs concession agreement with NHAI for a project worth Rs 864 cr,PNCINFRA,PNC Infratech Limited,,,EQ,26-MAY-2015,2,1,INE195J01029,2
2517,4149,2022-07-29,"Zydus Wellness reports Q1 earnings.

▶️ Cons Net Profit up 4.7% at ₹137 cr Vs ₹131 cr (YoY)

▶️ Cons Revenue up 16.6% at ₹696 cr Vs ₹597 cr (YoY)

▶️ Cons EBITDA up 5.4% at ₹147.4 cr Vs ₹140 cr (YoY)

▶️ EBITDA margin at 21.2% Vs 23.4% (YoY)",ZYDUSWELL,Zydus Wellness Limited,Misc,Misc,EQ,13-NOV-2009,10,1,INE768C01010,10
2518,4150,2022-07-29,"Deepak Fertilisers & Petrochemicals  reports Q1 earnings.

▶️Cons net profit at Rs 434 cr vs Rs 128 cr (YoY)

▶️Cons revenue up 59.4% at Rs 3,031 cr vs Rs 1,902 (YoY)

▶️Cons EBITDA at Rs 740 cr vs Rs 290 cr (YoY)

▶️Cons EBITDA margin at 24.4% vs 15.3% (YoY)",DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-JAN-2003,10,1,INE501A01019,10
2519,4151,2022-07-29,"Strides Pharma Science reports Q1 earnings.

▶️Cons net loss at Rs 135.3 cr vs loss of 208.5 cr (YoY)

▶️Cons revenue up 36.6% at Rs 940 cr vs Rs 688.4 cr (YoY)

▶️Cons EBITDA at Rs 60.1 cr vs EBITDA loss of Rs 59.2 cr (YoY)

▶️Margin at 6.4%",STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-FEB-2000,10,1,INE939A01011,10
2520,4152,2022-07-29,"LT Foods reports Q1 earnings.

▶️Cons net profit up 23.5% at Rs 89.7 cr vs Rs 72.6 cr (YoY)

▶️Cons revenue up 32.8% at Rs 1,611 cr vs Rs 1,213 cr (YoY)

▶️Cons EBITDA up 27.7% at Rs 167 cr vs Rs 131 cr (YoY)

▶️Margin at 10.4% vs 10.8% (YoY)",DAAWAT,LT Foods Limited,Misc,Misc,EQ,18-DEC-2006,1,1,INE818H01020,1
2521,4153,2022-07-29,"RIL, Ola Electric, Rajesh Exports to build batteries in India under PLI scheme",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2522,4154,2022-07-29,"HDFC Q1 net profit up 22%; to invest up to ₹2,000 cr in HDFC Life via pref issue",HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-NOV-1995,1,1,INE040A01034,1
2523,4157,2022-07-29,HDFC Life | To issue 3.58 crore shares to HDFC at ₹558.74/share on preferential basis,HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-NOV-1995,1,1,INE040A01034,1
2524,4158,2022-07-29,"Asahi India reports Q1 earnings. 

▶️ Net Profit at ₹107 Cr Vs ₹35.3 Cr (YoY)

▶️ Revenue up 52.8% at ₹922.5 Cr Vs ₹604 Cr (YoY)

▶️ EBITDA up 86.7% at ₹221 Cr Vs ₹118.4 Cr (YoY)

▶️ EBITDA margin at 23.9% Vs 19.6% (YoY)",ASAHIINDIA,Asahi India Glass Limited,Glass & Glass Products,Glass & Glass Products,EQ,18-MAR-1998,1,1,INE439A01020,1
2525,4160,2022-07-29,"Sundram Fasteners reports Q1 earnings 
▶️ Cons Net Profit up 13.7% At ₹136 Cr Vs ₹119.6 Cr (YoY)

▶️ Cons Revenue up 26.8% At ₹1,410 Cr Vs ₹1,112.4 Cr (YoY)

▶️ Cons EBITDA up 12.5% At ₹225.5 Cr Vs ₹200.5 Cr (YoY)

▶️ Cons EBITDA margin At 16% Vs 18% (YoY)",SUNDRMFAST,Sundram Fasteners Limited,Fasteners,Fasteners,EQ,07-JUN-2000,1,1,INE387A01021,1
2526,4161,2022-07-29,"Dwarikesh Sugar reports Q1 earnings. 
▶️ Net Profit up 46.5% at ₹39.7 Cr Vs ₹27.1 Cr (YoY) 

▶️ Revenue up 63.2% at ₹646.5 Cr Vs ₹396.2 Cr (YoY)

▶️ EBITDA up 30.9% at ₹76.6 Cr Vs ₹58.5 Cr (YoY)

▶️ EBITDA margin At 11.8% Vs 14.8% (YoY)",DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,Sugar,EQ,31-DEC-2004,1,1,INE366A01041,1
2527,4162,2022-07-29,"Morepen Lab reports Q1 earnings.
 
▶️ Cons Net Profit down 81.6% at ₹5.6 Cr Vs ₹30.5 Cr (YoY)    

▶️ Cons Revenue down 21.8% at ₹302.4 Cr Vs ₹386.7 Cr (YoY)",MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,24-NOV-1999,2,1,INE083A01026,2
2528,4164,2022-07-29,"Piramal Enterprises reports Q1 earnings. 

▶️ Net Profit red 8% at ₹496 Cr Vs ₹539 Cr (YoY)

▶️ Revenue up 22% at ₹3,548.4 Cr Vs ₹2,909 Cr (YoY)

▶️ EBITDA up 3% at ₹1,596 Cr Vs ₹1,550 Cr (YoY)

▶️ EBITDA margin at 45% Vs 53.3% (YoY)",PEL,Piramal Enterprises Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-FEB-1995,2,1,INE140A01024,2
2529,4165,2022-07-29,"HIL reports Q1 earnings.

▶️ Cons Net Profit down 12.9% at ₹86.7 Cr Vs ₹99.5 Cr (YoY)

▶️ Cons Revenue (GU)10.3% at ₹1,085 Cr  Vs ₹983.5 Cr (YoY)

▶️ Cons EBITDA down 24.4% at ₹123 Cr  Vs ₹162 Cr (YoY)  
  
▶️ Cons EBITDA margin at 11.3% Vs 16.5% (YoY)",HIL,HIL Limited,Cement - Products & Building Materials,Cement - Products & Building Materials,EQ,26-APR-1995,10,1,INE557A01011,10
2530,4166,2022-07-29,"Heritage Foods reports Q1 earnings.

▶️ Profit down 74.3% at ₹7.76 Cr Vs ₹30.26 Cr (YoY)

▶️ Revenue up 26.7% at ₹820.9 Cr Vs ₹648.1 Cr (YoY)

▶️ EBIDTA down 55.2% at ₹23.9 Cr Vs ₹53.3 Cr (YoY)

▶️ Margin at 2.91% Vs 8.23% (YoY)",HERITGFOOD,Heritage Foods Limited,Food Processing,Food Processing,EQ,27-NOV-1996,5,1,INE978A01027,5
2531,4167,2022-07-29,"Godrej Agrovet reports Q1 earnings.

▶️Net profit down 22% at Rs 82.7 cr Vs Rs 106 cr (YoY)

▶️Revenue up 25.9% at Rs 2,509.9 cr Vs Rs 1,992.8 cr (YoY)

▶️EBITDA down 4.7% at Rs 161.6 cr Vs Rs 169.5 cr (YoY)

▶️Margin at 6.4% Vs 8.5% (YoY)",GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-JUN-2001,1,1,INE102D01028,1
2532,4171,2022-07-29,"DLF reports Q1 earnings.

▶️Net profit up 39.3% at Rs 469.6 cr Vs Rs 337.1 cr (YoY)

▶️Revenue up 26.5% at Rs 1,441.6 cr Vs Rs 1,139.5 cr (YoY)

▶️EBITDA up 4.6% at Rs 413.7 cr Vs Rs 395.4 cr (YoY)

▶️Margin at 28.7% Vs 34.7% (YoY)",DLF,DLF Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,05-JUL-2007,2,1,INE271C01023,2
2533,4173,2022-07-29,"JK Paper reports Q1 earnings.

▶️Net profit at Rs 264.2 cr Vs Rs 104.2 cr (YoY)

▶️Revenue at Rs 1,508.1 cr Vs Rs 720.1 cr (YoY)",JKCEMENT,JK Cement Limited,Cement - Major,Cement - Major,EQ,14-MAR-2006,10,1,INE823G01014,10
2534,4175,2022-07-29,"Mahindra Logistics reports Q1 earnings.
 
▶️Profit at Rs 13.64 cr Vs Rs 3.04 cr (YoY)

▶️Revenue up 35.9% at Rs 1,199.9 cr Vs Rs 883.2 cr (YoY)

▶️EBIDTA up 61.8% at Rs 65.7 cr Vs Rs 40.6 cr (YoY)                              

▶️Margin at 5.48% Vs 4.60% (YoY)",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-JAN-1996,5,1,INE101A01026,5
2535,4176,2022-07-29,"DFM Foods reports Q1 earnings.

▶️Net loss of Rs 14.4 cr Vs loss of Rs 1.7 cr (YoY)

▶️Revenue up 32.1% at Rs 145.9 cr Vs Rs 110.5 cr (YoY)",DFMFOODS,DFM Foods Limited,,,EQ,29-DEC-2016,2,1,INE456C01020,2
2536,4177,2022-07-29,"Dwarikesh Sugar Industries reports Q1 earnings.

▶️Net profit up 46.5% at Rs 39.7 cr Vs Rs 27.1 cr (YoY)

▶️Revenue up 63.2% at Rs 646.5 cr Vs Rs 396.2 cr (YoY)

▶️EBITDA up 30.9% at Rs 76.6 cr Vs Rs 58.5 cr (YoY)

▶️Margin at 11.8% Vs 14.8% (YoY)",DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,Sugar,EQ,31-DEC-2004,1,1,INE366A01041,1
2537,4178,2022-07-29,"Zee Media Corporation reports Q1 earnings.

▶️Net profit at Rs 8.2 cr Vs loss of Rs 9 cr (YoY)

▶️Revenue up 21.6% at Rs 207 cr Vs Rs 170.2 cr (YoY)

▶️EBITDA down 12.1% at Rs 39.8 cr Vs Rs 45.3 cr (YoY)

▶️Margin at 19.3% Vs 26.6% (YoY)",ZEEL,Zee Entertainment Enterprises Limited,Computers - Software - Training,Computers - Software - Training,EQ,09-SEP-1998,1,1,INE256A01028,1
2538,4179,2022-07-29,"VST Industries reports Q1 earnings.

▶️Net profit up 23.7% at Rs 87.1 cr Vs Rs 70.4 cr (YoY) 

▶️Revenue up 9.3% at Rs 301 cr Vs Rs 275.4 cr (YoY)

▶️EBITDA up 22.8% at Rs 112.9 cr Vs Rs 92 cr (YoY)

▶️Margin at 37.5% Vs 33.4% (YoY)",VSTIND,VST Industries Limited,Auto - Tractors,Auto - Tractors,EQ,05-SEP-2003,10,1,INE710A01016,10
2539,4180,2022-07-29,"Yes Bank to issue up to 184.8 cr equity shares to Carlyle at Rs 13.78/share

@YESBANK  to issue up to 128.4 cr warrants to Carlyle at Rs 14.82/share",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2540,4182,2022-07-29,BSE & NSE’s observation letters permit the composite scheme of arrangement amongst Zee Ent and Bangla Ent & Sony,BSE,BSE Limited,,,EQ,03-FEB-2017,2,1,INE118H01025,2
2541,4183,2022-07-29,Piramal Enterprises: Khushru Jijina resigns as Executive Director,PEL,Piramal Enterprises Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-FEB-1995,2,1,INE140A01024,2
2542,4184,2022-07-29,"HDFC holds 80.50% stake in subsidiary HDFC Venture Capital.

The remaining shares are held by SBI.

HDFC enters into a Share Purchase Agreement (SPA) with SBI for acquisition of 19 .50% stake.",ANDHRSUGAR,The Andhra Sugars Limited,Miscellaneous,Miscellaneous,EQ,01-NOV-1995,2,1,INE715B01021,2
2543,4189,2022-07-30,"Ladakh will become India's 1st place to get fuel cell EVs, and move towards being carbon neutral. Smart metering will ensure lesser power wastage, and lesser complaints from consumers, PM Modi at Ujjwal Bharat Ujjwal Bhavishya event",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-NOV-2006,10,1,INE464A01028,10
2544,4190,2022-07-30,"Power sector is in dire straits in many states due to such short-sighted policies. Double-digit losses in the distribution sector show huge wastage of power, PM Modi at Ujjwal Bharat Ujjwal Bhavishya event",BBL,Bharat Bijlee Limited,Diversified,Diversified,EQ,21-NOV-2006,10,1,INE464A01028,10
2545,4191,2022-07-30,"Godfrey Phillips Q1

▶️Net profit up 26.6% at Rs 142.3 cr vs Rs 112.4 cr (YoY)

▶️Revenue up 33.8% at Rs 973.8 cr Vs Rs 727.7 cr (YoY)

▶️EBITDA up 38.7% at Rs 193 cr Vs Rs 139 cr (YoY)

▶️Margin at 19.8% vs 19.1%(YoY)",GODFRYPHLP,Godfrey Phillips India Limited,Cigarettes,Cigarettes,EQ,24-JUL-1996,2,1,INE260B01028,2
2546,4192,2022-07-30,"DCB Bank Q1

▶️Net profit at Rs 97 cr vs Rs 34 cr YoY
▶️NII up 21% at Rs 374 cr vs Rs 309 cr YoY
▶️Gross NPA at 4.21% vs 4.32% QoQ
▶️Net NPA at 1.82% vs 1.97% QoQ",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2547,4193,2022-07-30,"Mahindra Holidays Q1 (Consolidated YoY)

-Revenue at Rs 605 cr vs Rs 371 cr, up 63% YoY  
-Profit of Rs 30 cr vs loss of Rs 21 cr  
-EBITDA at Rs 100 cr vs Rs 28 cr, up 3.6x YoY 
-Margins at 16.5% vs 7.5% YoY",M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-JAN-1996,5,1,INE101A01026,5
2548,4194,2022-07-30,"M&M recorded 1,00,000 bookings of the New Scorpio-N within 30 minutes of the booking commencement,",NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-MAY-2004,4,1,INE155G01029,4
2549,4195,2022-07-30,"Zee Media Corporation reports Q1 earnings.

▶️Net profit at Rs 8.2 cr Vs loss of Rs 9 cr (YoY)

▶️Revenue up 21.6% at Rs 207 cr Vs Rs 170.2 cr (YoY)

▶️EBITDA down 12.1% at Rs 39.8 cr Vs Rs 45.3 cr (YoY)

▶️Margin at 19.3% Vs 26.6% (YoY)",ZEEL,Zee Entertainment Enterprises Limited,Computers - Software - Training,Computers - Software - Training,EQ,09-SEP-1998,1,1,INE256A01028,1
2550,4196,2022-07-30,"GE SHIPPING Q1 : CONS. NET PROFIT 457 CR V 12.37 CR (YOY), UP 143 %(QOQ)

REVENUE UP 77 % AT 1366 CR (YOY), UP 49 % (QOQ)

EBITDA UP 176 % AT 691 CR (YOY), 80 % (QOQ)

MARGINS AT 50.6 % V 32.5 % (YOY), 42.1 % (QOQ)",GEPIL,GE Power India Limited,,,EQ,19-APR-2000,10,1,INE878A01011,10
2551,4197,2022-07-30,"STAR HEALTH Q1 : NET PROFIT OF 213 CR V 209 CR LOSS (YOY), 82 CR LOSS (QOQ)

REVENUE UP 20 % AT 2809 CR (YOY), UP 2.5 % (QOQ)

OPERATING PROFIT OF 278.75 CR V 327 CR LOSS (YOY), 98 CR LOSS (QOQl",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-OCT-2008,5,1,INE144J01027,5
2552,4202,2022-07-30,"CDSL Q1 : CONS. NET PROFIT DOWN 10 % AT 57 CR (YOY), DOWN 25 % (QOQ)

REVENUE UP 20 % AT 140 CR (YOY), UP 3 % (QOQ)

EBITDA UP 3 % AT 75.3 CR (YOY) , DOWN 16 % (QOQ)

MARGINS AT 53.8 % V 62.8 % (YOY) , 66.3 % (QOQ)",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-OCT-2008,5,1,INE144J01027,5
2553,4204,2022-07-30,HDFC raises retail prime lending rate on housing loans by 25 bps,HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-NOV-1995,1,1,INE040A01034,1
2554,4207,2022-08-01,Indiabulls Housing Finance hikes its lending rates by 25 basis points,HDFC,Housing Development Finance Corporation Limited,Finance,Finance,EQ,23-OCT-1996,2,1,INE001A01036,2
2555,4208,2022-08-01,"Escorts Kubota July total tractor sales down 18.3% at 5,360 tractors Vs 6,564 tractors YoY. 

▶️Domestic tractor sales down 22.3% at 4,704 vs 6,055 units YoY",ESCORTS,Escorts Kubota Limited,,,EQ,01-MAR-1995,10,1,INE042A01014,10
2556,4210,2022-08-01,Tejas Networks bags optical network contract from Power Grid worth ₹ 298 cr,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-FEB-2007,10,1,INE134E01011,10
2557,4211,2022-08-01,"Godrej Properties acquires land for a luxury residential project at Carmichael road, Mumbai with an  estimated booking value of Rs 1,200 cr",GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-JUN-2001,1,1,INE102D01028,1
2558,4213,2022-08-01,ATF Price Cut | Jet fuel (ATF) price cut by 12%  to Rs 1.21 lk/kl in Delhi,JETAIRWAYS,Jet Airways (India) Limited,Miscellaneous,Miscellaneous,BZ,14-MAR-2005,10,1,INE802G01018,10
2559,4215,2022-08-01,Godrej Properties: ICRA upgrades long-term borrowing programme of co,GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-JUN-2001,1,1,INE102D01028,1
2560,4217,2022-08-01,Bandhan Bank hikes lending rates by 18-88 bps across tenures,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2561,4219,2022-08-01,Bank of India hikes lending rates by 10 bps across tenures,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2562,4220,2022-08-01,ICICI Bank hikes lending rates by 15 bps across tenures,BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2563,4221,2022-08-01,"Steel Strips | July net turnover up 18.6% at ₹363 crore (YoY)

▶️ July gross turnover up 19.8% at ₹446.1 crore (YoY)",SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-JUL-1995,10,1,INE114A01011,10
2564,4223,2022-08-01,"Coal India | July production up 11% at 47.3 mt Vs 42.6 mt (YoY)

Offtake up 8.1% at 54.5 mt Vs 50.4 (YoY)

#CoalIndia",COALINDIA,Coal India Limited,Mining,Mining,EQ,04-NOV-2010,10,1,INE522F01014,10
2565,4225,2022-08-01,"Varun Beverages reports Q2 earnings.

▶️Cons net profit at ₹802 cr vs ₹319 cr (YoY)

▶️Cons revenue at ₹5,017.5 cr vs ₹2,483 cr (YoY)

▶️Cons EBITDA at ₹1,250.5 cr vs ₹571 cr (YoY)

▶️EBITDA margin at 24.9% vs 23% (YoY)",VBL,Varun Beverages Limited,Food Processing,Food Processing,EQ,08-NOV-2016,10,1,INE200M01013,10
2566,4230,2022-08-01,"#JustIn | NCC bags 4 orders worth ₹1,645 crore",NCC,NCC Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-OCT-2003,2,1,INE868B01028,2
2567,4231,2022-08-01,"#JulyAutoSales | Atul Auto  
        
▶️Total sales at 7,105 units Vs 3,044 units (YoY)",ATUL,Atul Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,06-MAY-1998,10,1,INE100A01010,10
2568,4232,2022-08-01,"Arvind reports Q1 earnings

▶️ Cons net profit ₹98.4 cr vs loss of ₹8.3 cr (YoY)

▶️ Cons revenue up 63.9% at ₹2,352 cr vs ₹1,435 cr (YoY)

▶️ EBITDA up 98.7% at ₹220.2 cr vs ₹110.8 cr (YoY)

▶️ EBITDA margin at 9.4% Vs 7.7% (YoY)",ARVIND,Arvind Limited,Textiles - Denim,Textiles - Denim,EQ,08-FEB-1995,10,1,INE034A01011,10
2569,4233,2022-08-01,"Alkyl Amines reports Q1 earnings.

▶️Net profit up 4.2% at Rs 82 cr vs Rs 78.5 cr

▶️Revenue up 21% at Rs 473.5 cr vs 392 cr (YoY)

▶️EBITDA up 4.4% at Rs 116 cr vs Rs 111 cr (YoY)

▶️Margin at 24.5% vs 28.3% (YoY)",ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,Chemicals,EQ,26-NOV-2007,2,1,INE150B01039,2
2570,4234,2022-08-01,"Snowman Logistics Q1 

-Revenue at Rs 87 cr vs Rs 66 cr, up 32.1% YoY
-Net Profit at Rs 2 cr vs Rs 1 cr, up 218.6% YoY
-EBITDA at Rs 20 cr vs Rs 17 cr, up 19.3% YoY
-EBITDA Margin at 23% vs 25.5%, down 248 bps YoY

#StockMarket",20MICRONS,20 Microns Limited,Miscellaneous,Miscellaneous,EQ,06-OCT-2008,5,1,INE144J01027,5
2571,4235,2022-08-01,"Eveready Industries Q1

Cons PAT at Rs 21.9 cr vs Rs 30.1 cr YoY
Cons revenue at Rs 335 cr vs Rs 282 cr YoY
Cons EBITDA at Rs 42.1 cr vs Rs 59 cr YoY
Cons margin at 12.6% vs 20% YoY",EVEREADY,Eveready Industries India Limited,Dry Cells,Dry Cells,EQ,27-APR-2005,5,1,INE128A01029,5
2572,4236,2022-08-01,"Punjab & Sind Bank reports Q1 earnings. 

▶️ Net profit up 17.7% at ₹204.7 cr Vs ₹173.8 cr (YoY)

▶️ NII up 22.5% at ₹709.4 cr Vs ₹579 cr (YoY)

▶️ Gross NPA at 11.34% Vs 12.17% (QoQ) 

▶️ Net NPA at 2.56% Vs 2.74% (QoQ",BANKBARODA,Bank of Baroda,Banks - PSU,Banks - PSU,EQ,19-FEB-1997,2,1,INE028A01039,2
2573,4237,2022-08-01,"Bajaj Consumer reports Q1 earnings. 

▶️ Net profit down 30.7% at ₹33.9 cr Vs ₹48.9 cr (YoY)

▶️ Revenue up 15.1% at ₹249 cr Vs ₹217 cr (YoY)

▶️ EBITDA down 30.4% at ₹36.3 cr Vs ₹52.1 cr (YoY)

▶️ EBITDA margin at 14.5% Vs 24% (YoY)",BAJAJ-AUTO,Bajaj Auto Limited,Sugar,Sugar,EQ,26-MAY-2008,10,1,INE917I01010,10
2574,4238,2022-08-01,"Indo Count reports Q1 earnings. 

▶️Net profit down 34.2% at Rs 77.2 cr Vs Rs 117.4 cr (YoY)

▶️Revenue down 5% at Rs 722 cr Vs Rs 759 cr (YoY)

▶️EBITDA down 20.7% at Rs 141 cr  Vs Rs 178 cr (YoY)

▶️EBITDA margin at 19.5% vs 23.4% (YoY)",ICIL,Indo Count Industries Limited,Finance - General,Finance - General,EQ,12-SEP-2005,2,1,INE483B01026,2
2575,4242,2022-08-01,"Xpro India reports Q1 earnings.

▶️Net profit at Rs 18.5 cr vs Rs 5 cr (YoY)

▶️Revenue up 75.2% at Rs 159.6 cr vs Rs 91.1 cr (YoY)

▶️EBITDA At Rs 23 cr Vs 11.2 cr (YoY)

▶️Margin at 14.4% Vs 12.3% (YoY)",IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
2576,4243,2022-08-01,"Carborundum Universal reports Q1 earnings

▶️Net profit at 2.1% at Rs 78.8 vs Rs 77.1 cr (YoY)

▶️Revenue up 60.2% at Rs 1,140 cr vs 712 cr (YoY)

▶️EBITDA up 7.9% at Rs 78.8 cr vs Rs 77.1 cr (YoY)

▶️Margin 11.2% vs 16.6% (YoY)",CARBORUNIV,Carborundum Universal Limited,Abrasives,Abrasives,EQ,03-APR-1996,1,1,INE120A01034,1
2577,4249,2022-08-01,NMDC July iron ore sales 2.95 mt vs 3.29 mt YoY,NMDC,NMDC Limited,Mining & Minerals,Mining & Minerals,EQ,03-MAR-2008,1,1,INE584A01023,1
2578,4253,2022-08-01,"SML Isuzu total sales up 85% at 1,020 units vs 551 units (YoY)",SMLISUZU,SML Isuzu Limited,Auto - LCVs & HCVs,Auto - LCVs & HCVs,EQ,29-AUG-2003,10,1,INE294B01019,10
2579,4254,2022-08-01,"Kansai Nerolac plans Rs 130 cr capex for Jainpur plant expansion, to add 4.4 mn liters/month capacity at Jainpur

@Nerolac_Paints #Jainpur #UttarPradesh #Nerolac",KANSAINER,Kansai Nerolac Paints Limited,Paints & Varnishes,Paints & Varnishes,EQ,15-SEP-2003,1,1,INE531A01024,1
2580,4255,2022-08-01,"| Max Financial Q1

Cons PAT at Rs 56.4 cr vs Rs 21.2 cr YoY: Agencies

Cons revenue from ops at Rs 3,272 cr vs Rs 5,942 cr YoY: Agencies",MAXVIL,Max Ventures and Industries Limited,,,EQ,22-JUN-2016,10,1,INE154U01015,10
